id,sellerType,companyName,projectName,projectStatus,latitude,longitude,localityName,suburbName,cityName,propertyType,bedrooms,listingCategory,size,leadType,price
17821751,BUILDER,Jai Vinayak Group,Vinayak Golden Acres,Under Construction,22.70612144,88.34746552,Konnagar,Kolkata West,Kolkata,Apartment,2.0,Primary,736,paid,1968800
17766246,BUILDER,Merlin Group,Skygaze,Under Construction,22.40437126,88.41282654,Chowhati,Kolkata South,Kolkata,Apartment,2.0,Primary,688,paid,3645712
17600681,BUILDER,Bhawani Group,Bhawani Twin Towers,Ready to move,22.58830833,88.33557892,Howrah,Kolkata West,Kolkata,Apartment,2.0,Primary,1040,paid,6159920
17373553,BUILDER,Signum Group,Parkwoods Estate Phase II,Under Construction,22.84635353,88.34458923,Mankundu,Kolkata West,Kolkata,Apartment,2.0,Primary,642,paid,1900320
17760296,BUILDER,Ganguly Group,4 Sight Grand Castle,Under Construction,22.45446205,88.38698578,Garia,Kolkata South,Kolkata,Apartment,3.0,Primary,1439,paid,8634000
17512183,BUILDER,GPS Group,Meena Fortuna,Under Construction,22.59155273,88.45384216,Rajarhat,Kolkata East,Kolkata,Apartment,3.0,Primary,1371,paid,5209800
17607265,BUILDER,SKDJ Group,Signature 18,Under Construction,22.52139473,88.37875366,Kasba,Kolkata South,Kolkata,Apartment,3.0,Primary,1145,paid,10839715
17314987,BUILDER,Gems Group,Gems Bougainvillas,Under Construction,22.45122147,88.30044556,Joka,Kolkata South,Kolkata,Villa,4.0,Primary,1464,paid,9500000
17469261,BUILDER,Kosmic Estate,North Grande,Ready to move,22.65354347,88.41343689,Dum Dum,Kolkata North,Kolkata,Apartment,3.0,Primary,1312,paid,6500960
17189095,BUILDER,Fortune Realty,Heights,Ready to move,22.74029541,88.48401642,Barasat,Kolkata North,Kolkata,Apartment,2.0,Primary,705,paid,2467500
17575131,BUILDER,EDEN GROUP,The Forest,Under Construction,22.61613846,88.39013672,Dum Dum,Kolkata North,Kolkata,Apartment,2.0,Primary,735,paid,5963055
17221233,BUILDER,Eden City Group,Eden City Maheshtala,Ready to move,22.49346924,88.21096039,Maheshtala,Kolkata South,Kolkata,Apartment,3.0,Primary,1377,paid,4268700
17170527,BUILDER,Vedic Realty,Vedic Village Greentech City,Ready to move,22.60966492,88.52849579,Rajarhat,Kolkata East,Kolkata,Villa,6.0,Primary,6091,paid,45097764
17706820,BUILDER,Neelkanth Nirman Pvt Ltd,Chitrakut Heights,Under Construction,22.57255936,88.49415588,New Town,Kolkata East,Kolkata,Apartment,3.0,Primary,1278,paid,5751000
16973015,BUILDER,Magnolia Infrastructure Development Limited,Empire,Under Construction,22.69687653,88.44582367,Madhyamgram,Kolkata North,Kolkata,Apartment,3.0,Primary,1141,paid,4107600
16734871,BUILDER,Loharuka Group,Green Heights II,Under Construction,22.63344383,88.46679688,Rajarhat,Kolkata East,Kolkata,Apartment,2.0,Primary,920,paid,6164000
16962550,BUILDER,SHREE KRISHNA INFRA DEVELOPERS,Nirmala Prakash,Under Construction,22.60819244,88.4046936,Lake Town,Kolkata North,Kolkata,Apartment,3.0,Primary,1406,paid,6748800
17720175,BUILDER,GM Group,Meena Eco Vista,Under Construction,22.60127449,88.46170044,New Town,Kolkata East,Kolkata,Apartment,3.0,Primary,1438,paid,7477600
16400898,BUILDER,NPR Group Sriji Group,Gitanjali Apartments,Under Construction,22.6974659,88.38023376,Sodepur,Kolkata North,Kolkata,Apartment,3.0,Primary,934,paid,2500318
17821750,BUILDER,Jai Vinayak Group,Vinayak Golden Acres,Under Construction,22.70612144,88.34746552,Konnagar,Kolkata West,Kolkata,Apartment,3.0,Primary,935,paid,2501125
17708996,BUILDER,Merlin Group,Merlin Aquaville,Under Construction,22.61479568,88.49264526,Bishnupur,Kolkata South,Kolkata,Villa,3.0,Primary,2214,paid,17300000
17600679,BUILDER,Bhawani Group,Bhawani Twin Towers,Ready to move,22.58830833,88.33557892,Howrah,Kolkata West,Kolkata,Apartment,2.0,Primary,1160,paid,6728000
17373550,BUILDER,Signum Group,Parkwoods Estate Phase II,Under Construction,22.84635353,88.34458923,Mankundu,Kolkata West,Kolkata,Apartment,2.0,Primary,697,paid,2100061
17760295,BUILDER,Ganguly Group,4 Sight Grand Castle,Under Construction,22.45446205,88.38698578,Garia,Kolkata South,Kolkata,Apartment,3.0,Primary,1422,paid,8532000
17512182,BUILDER,GPS Group,Meena Fortuna,Under Construction,22.59155273,88.45384216,Rajarhat,Kolkata East,Kolkata,Apartment,2.0,Primary,874,paid,3321200
17607263,BUILDER,SKDJ Group,Signature 18,Under Construction,22.52139473,88.37875366,Kasba,Kolkata South,Kolkata,Apartment,4.0,Primary,1416,paid,13000296
17314986,BUILDER,Gems Group,Gems Bougainvillas,Under Construction,22.45122147,88.30044556,Joka,Kolkata South,Kolkata,Villa,3.0,Primary,1078,paid,6499999
17469250,BUILDER,Kosmic Estate,North Grande,Ready to move,22.65354347,88.41343689,Dum Dum,Kolkata North,Kolkata,Apartment,3.0,Primary,1903,paid,9429365
17189094,BUILDER,Fortune Realty,Heights,Ready to move,22.74029541,88.48401642,Barasat,Kolkata North,Kolkata,Apartment,2.0,Primary,705,paid,2467500
17575130,BUILDER,EDEN GROUP,The Forest,Under Construction,22.61613846,88.39013672,Dum Dum,Kolkata North,Kolkata,Apartment,2.0,Primary,708,paid,5744004
17221232,BUILDER,Eden City Group,Eden City Maheshtala,Ready to move,22.49346924,88.21096039,Maheshtala,Kolkata South,Kolkata,Apartment,3.0,Primary,1524,paid,4724400
17170526,BUILDER,Vedic Realty,Vedic Village Greentech City,Ready to move,22.60966492,88.52849579,Rajarhat,Kolkata East,Kolkata,Villa,4.0,Primary,3255,paid,32100810
17706819,BUILDER,Neelkanth Nirman Pvt Ltd,Chitrakut Heights,Under Construction,22.57255936,88.49415588,New Town,Kolkata East,Kolkata,Apartment,3.0,Primary,1146,paid,5157000
16973014,BUILDER,Magnolia Infrastructure Development Limited,Empire,Under Construction,22.69687653,88.44582367,Madhyamgram,Kolkata North,Kolkata,Apartment,2.0,Primary,1008,paid,3628800
16734869,BUILDER,Loharuka Group,Green Heights II,Under Construction,22.63344383,88.46679688,Rajarhat,Kolkata East,Kolkata,Apartment,2.0,Primary,1033,paid,6921100
16962549,BUILDER,SHREE KRISHNA INFRA DEVELOPERS,Nirmala Prakash,Under Construction,22.60819244,88.4046936,Lake Town,Kolkata North,Kolkata,Apartment,3.0,Primary,1406,paid,6748800
17720171,BUILDER,GM Group,Meena Eco Vista,Under Construction,22.60127449,88.46170044,New Town,Kolkata East,Kolkata,Apartment,2.0,Primary,920,paid,4784000
16400897,BUILDER,NPR Group Sriji Group,Gitanjali Apartments,Under Construction,22.6974659,88.38023376,Sodepur,Kolkata North,Kolkata,Apartment,2.0,Primary,870,paid,2240250
17821744,BUILDER,Jai Vinayak Group,Vinayak Golden Acres,Under Construction,22.70612144,88.34746552,Konnagar,Kolkata West,Kolkata,Apartment,2.0,Primary,746,paid,1995550
17708995,BUILDER,Merlin Group,Merlin Aquaville,Under Construction,22.61479568,88.49264526,Bishnupur,Kolkata South,Kolkata,Villa,3.0,Primary,1841,paid,13600000
17600678,BUILDER,Bhawani Group,Bhawani Twin Towers,Ready to move,22.58830833,88.33557892,Howrah,Kolkata West,Kolkata,Apartment,2.0,Primary,1040,paid,6159920
17373545,BUILDER,Signum Group,Parkwoods Estate Phase II,Under Construction,22.84635353,88.34458923,Mankundu,Kolkata West,Kolkata,Apartment,3.0,Primary,842,paid,2399700
17760294,BUILDER,Ganguly Group,4 Sight Grand Castle,Under Construction,22.45446205,88.38698578,Garia,Kolkata South,Kolkata,Apartment,3.0,Primary,1401,paid,8406000
17512181,BUILDER,GPS Group,Meena Fortuna,Under Construction,22.59155273,88.45384216,Rajarhat,Kolkata East,Kolkata,Apartment,3.0,Primary,1180,paid,4484000
17607261,BUILDER,SKDJ Group,Signature 18,Under Construction,22.52139473,88.37875366,Kasba,Kolkata South,Kolkata,Apartment,3.0,Primary,1156,paid,10943852
17314985,BUILDER,Gems Group,Gems Bougainvillas,Under Construction,22.45122147,88.30044556,Joka,Kolkata South,Kolkata,Villa,4.0,Primary,1493,paid,10000000
17469240,BUILDER,Kosmic Estate,North Grande,Ready to move,22.65354347,88.41343689,Dum Dum,Kolkata North,Kolkata,Apartment,2.0,Primary,1022,paid,5099780
17189093,BUILDER,Fortune Realty,Heights,Ready to move,22.74029541,88.48401642,Barasat,Kolkata North,Kolkata,Apartment,2.0,Primary,966,paid,3381000
17575128,BUILDER,EDEN GROUP,The Forest,Under Construction,22.61613846,88.39013672,Dum Dum,Kolkata North,Kolkata,Apartment,2.0,Primary,739,paid,5995507
17221230,BUILDER,Eden City Group,Eden City Maheshtala,Ready to move,22.49346924,88.21096039,Maheshtala,Kolkata South,Kolkata,Apartment,3.0,Primary,1236,paid,3831600
17170525,BUILDER,Vedic Realty,Vedic Village Greentech City,Ready to move,22.60966492,88.52849579,Rajarhat,Kolkata East,Kolkata,Independent House,4.0,Primary,2326,paid,8799258
17706818,BUILDER,Neelkanth Nirman Pvt Ltd,Chitrakut Heights,Under Construction,22.57255936,88.49415588,New Town,Kolkata East,Kolkata,Apartment,3.0,Primary,1283,paid,5773500
16973013,BUILDER,Magnolia Infrastructure Development Limited,Empire,Under Construction,22.69687653,88.44582367,Madhyamgram,Kolkata North,Kolkata,Apartment,1.0,Primary,717,paid,2581200
16734868,BUILDER,Loharuka Group,Green Heights II,Under Construction,22.63344383,88.46679688,Rajarhat,Kolkata East,Kolkata,Apartment,3.0,Primary,1086,paid,7276200
16962548,BUILDER,SHREE KRISHNA INFRA DEVELOPERS,Nirmala Prakash,Under Construction,22.60819244,88.4046936,Lake Town,Kolkata North,Kolkata,Apartment,3.0,Primary,1406,paid,6748800
17720167,BUILDER,GM Group,Meena Eco Vista,Under Construction,22.60127449,88.46170044,New Town,Kolkata East,Kolkata,Apartment,2.0,Primary,1000,paid,5200000
16400896,BUILDER,NPR Group Sriji Group,Gitanjali Apartments,Under Construction,22.6974659,88.38023376,Sodepur,Kolkata North,Kolkata,Apartment,3.0,Primary,1046,paid,2839890
12548516,OWNER,seller,Project,Ready to move,22.68590736,88.44273376,New Barrakpur,Other,Kolkata,Apartment,2.0,Resale,850,unpaid,2125000
17838147,OWNER,seller,Project,Ready to move,22.53261185,88.34341431,Bhowanipore,Other,Kolkata,Independent House,8.0,Resale,3000,unpaid,21000000
17839887,OWNER,seller,Project,Ready to move,22.59291077,88.47315979,deshbandhu nagar,Other,Kolkata,Apartment,2.0,Resale,914,paid,4113000
17830578,OWNER,seller,Project,Ready to move,13.0664711,77.58150482,sahakara nagar,EM Bypass,Kolkata,Apartment,2.0,Resale,1350,unpaid,5699000
17816725,OWNER,seller,Project,Ready to move,22.46341705,88.38856506,Garia,Kolkata South,Kolkata,Independent Floor,2.0,Resale,670,unpaid,3999900
17816764,OWNER,seller,Project,Ready to move,22.53006554,88.38143921,Picnic Garden,Kolkata South,Kolkata,Apartment,2.0,Resale,725,unpaid,3625000
17816731,OWNER,seller,Project,Ready to move,22.5977478,88.52993011,Vedic Village,Other,Kolkata,Apartment,4.0,Resale,2124,unpaid,7800000
17817252,OWNER,seller,Project,Ready to move,22.71818161,88.48858643,Nehali,Other,Kolkata,Apartment,2.0,Resale,920,unpaid,2800000
17820498,OWNER,seller,Sports City,Ready to move,22.78630638,88.3921051,Barrackpore,Kolkata North,Kolkata,Apartment,3.0,Resale,1150,unpaid,4400000
17807182,OWNER,seller,Project,Ready to move,22.51761818,88.36551666,Gariahat,Kolkata South,Kolkata,Apartment,2.0,Resale,900,unpaid,7000000
17807124,OWNER,seller,Eden City Maheshtala,Ready to move,22.49346924,88.21096039,Maheshtala,Kolkata South,Kolkata,Apartment,3.0,Resale,1236,unpaid,3700000
17807111,OWNER,seller,Project,Ready to move,22.58120728,88.33766174,Howrah Railway Station,Kolkata West,Kolkata,Independent House,3.0,Resale,1800,unpaid,10000000
17816391,OWNER,seller,Project,Ready to move,22.70135498,88.38547516,Sodepur,Kolkata North,Kolkata,Apartment,2.0,Resale,630,unpaid,1500000
17812176,OWNER,seller,Project,Ready to move,22.5026474,88.3139801,Behala,Kolkata South,Kolkata,Apartment,2.0,Resale,669,unpaid,2500000
17816776,OWNER,seller,Bengal Ambuja Complex,Ready to move,22.48942375,88.39113617,Santoshpur,Kolkata South,Kolkata,Apartment,2.0,Resale,700,unpaid,4000000
17792950,OWNER,seller,Seven,Under Construction,22.44052696,88.29018402,Joka,Kolkata South,Kolkata,Apartment,3.0,Resale,1215,unpaid,6800000
17777845,OWNER,seller,Project,Ready to move,22.5548954,88.37236786,Entally,Kolkata Central,Kolkata,Apartment,2.0,Resale,700,unpaid,3800000
17777827,OWNER,seller,Project,Ready to move,22.69832039,88.38946533,Sodepur,Kolkata North,Kolkata,Apartment,3.0,Resale,1359,unpaid,8000000
17792535,OWNER,seller,Baishali Apartment,Ready to move,22.49695778,88.39580536,Haltu,Kolkata South,Kolkata,Apartment,3.0,Resale,1400,unpaid,7200001
17791723,OWNER,seller,Ekam Park View,Ready to move,22.51960945,88.35015106,Kalighat,Kolkata South,Kolkata,Apartment,3.0,Resale,1610,unpaid,20500000
17785447,OWNER,seller,Project,Ready to move,22.47330856,88.38628387,Patuli,Kolkata South,Kolkata,Apartment,2.0,Resale,800,unpaid,3300000
17770646,OWNER,seller,Project,Ready to move,22.46050453,88.31718445,Thakurpukur,Kolkata South,Kolkata,Independent House,4.0,Resale,4000,unpaid,6000000
17770625,OWNER,seller,Project,Ready to move,22.567873,88.31783295,Shibpur,Kolkata West,Kolkata,Independent Floor,3.0,Resale,1000,unpaid,3000000
17754843,OWNER,seller,Project,Under Construction,22.86142731,88.36561584,Chandannagar,Kolkata West,Kolkata,Independent Floor,2.0,Resale,630,unpaid,2016000
17754680,OWNER,seller,Project,Under Construction,22.47053719,88.39500427,Garia,Kolkata South,Kolkata,Apartment,3.0,Resale,1327,unpaid,5308000
17754679,OWNER,seller,Project,Ready to move,22.60915565,88.4161911,Dum Dum Park,Kolkata North,Kolkata,Apartment,3.0,Resale,1495,unpaid,6500000
17760318,OWNER,seller,Project,Ready to move,22.51761818,88.36551666,Gariahat,Kolkata South,Kolkata,Apartment,3.0,Resale,990,unpaid,7500000
17747714,OWNER,seller,Project,Ready to move,22.74706841,88.33914948,Serampore,Kolkata West,Kolkata,Apartment,3.0,Resale,1380,unpaid,3500000
17742037,OWNER,seller,Project,Ready to move,22.61365318,88.43963623,Rajarhat,Kolkata East,Kolkata,Apartment,2.0,Resale,855,unpaid,3400000
17753659,OWNER,seller,Project,Ready to move,22.47053719,88.39500427,Garia,Kolkata South,Kolkata,Apartment,3.0,Resale,997,unpaid,4100000
17723654,OWNER,seller,Project,Under Construction,22.63128853,88.3968811,south dum dum,Kolkata East,Kolkata,Apartment,2.0,Resale,643,unpaid,2186200
17723387,OWNER,seller,Project,Ready to move,22.63128853,88.3968811,south dum dum,Kolkata East,Kolkata,Apartment,2.0,Resale,685,unpaid,2534500
17709000,OWNER,seller,Project,Ready to move,22.50064278,88.31079865,Behala,Kolkata South,Kolkata,Independent House,7.0,Resale,4350,unpaid,13000000
17708846,OWNER,seller,Garden,Ready to move,22.49542236,88.33849335,Behala,Kolkata South,Kolkata,Apartment,3.0,Resale,2060,unpaid,14500000
17715458,OWNER,seller,Project,Ready to move,22.6233387,88.40621948,south dum dum,Kolkata East,Kolkata,Apartment,2.0,Resale,610,unpaid,2500000
17703385,OWNER,seller,Sharnam,Ready to move,22.62718582,88.43331909,Kaikhali,Kolkata North,Kolkata,Apartment,3.0,Resale,1110,unpaid,6500000
17702484,OWNER,seller,Project,Ready to move,22.70269585,88.4697876,Hridaypur,Other,Kolkata,Independent House,3.0,Resale,2200,unpaid,3500000
17693608,OWNER,seller,Haltu Apartment,Ready to move,22.5104599,88.38232422,Haltu,Kolkata South,Kolkata,Apartment,3.0,Resale,1160,unpaid,5350000
17680270,OWNER,seller,Project,Ready to move,22.47705841,88.3346405,Paschim Putiary,Other,Kolkata,Independent Floor,3.0,Resale,1155,unpaid,4389000
17675493,OWNER,seller,Project,Ready to move,22.47404671,88.35868835,Bansdroni,Kolkata South,Kolkata,Apartment,3.0,Resale,1326,unpaid,5000000
17666723,OWNER,seller,Project,Ready to move,22.72835159,88.46716309,Barasat,Kolkata North,Kolkata,Apartment,3.0,Resale,1068,unpaid,3200000
17648434,OWNER,seller,Project,Ready to move,22.48236084,88.34594727,Tollygunge,Kolkata South,Kolkata,Independent Floor,2.0,Resale,826,unpaid,3500000
17821752,BUILDER,Jai Vinayak Group,Vinayak Golden Acres,Under Construction,22.70612144,88.34746552,Konnagar,Kolkata West,Kolkata,Apartment,2.0,Primary,738,paid,1974150
17821749,BUILDER,Jai Vinayak Group,Vinayak Golden Acres,Under Construction,22.70612144,88.34746552,Konnagar,Kolkata West,Kolkata,Apartment,2.0,Primary,742,paid,1984850
17821748,BUILDER,Jai Vinayak Group,Vinayak Golden Acres,Under Construction,22.70612144,88.34746552,Konnagar,Kolkata West,Kolkata,Apartment,2.0,Primary,734,paid,1963450
17821747,BUILDER,Jai Vinayak Group,Vinayak Golden Acres,Under Construction,22.70612144,88.34746552,Konnagar,Kolkata West,Kolkata,Apartment,3.0,Primary,932,paid,2493100
17821746,BUILDER,Jai Vinayak Group,Vinayak Golden Acres,Under Construction,22.70612144,88.34746552,Konnagar,Kolkata West,Kolkata,Apartment,2.0,Primary,620,paid,1658500
17821745,BUILDER,Jai Vinayak Group,Vinayak Golden Acres,Under Construction,22.70612144,88.34746552,Konnagar,Kolkata West,Kolkata,Apartment,2.0,Primary,726,paid,1942050
17821743,BUILDER,Jai Vinayak Group,Vinayak Golden Acres,Under Construction,22.70612144,88.34746552,Konnagar,Kolkata West,Kolkata,Apartment,3.0,Primary,945,paid,2527875
17821742,BUILDER,Jai Vinayak Group,Vinayak Golden Acres,Under Construction,22.70612144,88.34746552,Konnagar,Kolkata West,Kolkata,Apartment,2.0,Primary,744,paid,1990200
17821741,BUILDER,Jai Vinayak Group,Vinayak Golden Acres,Under Construction,22.70612144,88.34746552,Konnagar,Kolkata West,Kolkata,Apartment,1.0,Primary,466,paid,1246550
17821740,BUILDER,Jai Vinayak Group,Vinayak Golden Acres,Under Construction,22.70612144,88.34746552,Konnagar,Kolkata West,Kolkata,Apartment,3.0,Primary,947,paid,2533225
17821739,BUILDER,Jai Vinayak Group,Vinayak Golden Acres,Under Construction,22.70612144,88.34746552,Konnagar,Kolkata West,Kolkata,Apartment,1.0,Primary,463,paid,1238525
17708994,BUILDER,Merlin Group,Merlin Aquaville,Under Construction,22.61479568,88.49264526,Bishnupur,Kolkata South,Kolkata,Villa,3.0,Primary,1687,paid,11200000
17708993,BUILDER,Merlin Group,Merlin Aquaville,Under Construction,22.61479568,88.49264526,Bishnupur,Kolkata South,Kolkata,Villa,3.0,Primary,2049,paid,17700000
17708992,BUILDER,Merlin Group,Merlin Aquaville,Under Construction,22.61479568,88.49264526,Bishnupur,Kolkata South,Kolkata,Villa,3.0,Primary,1861,paid,11000000
17707946,BUILDER,Merlin Group,Oikyo,Under Construction,22.36447906,88.44095612,Baruipur,Kolkata South,Kolkata,Apartment,2.0,Primary,556,paid,2133366
17707945,BUILDER,Merlin Group,Oikyo,Under Construction,22.36447906,88.44095612,Baruipur,Kolkata South,Kolkata,Apartment,2.0,Primary,576,paid,2249666
17707944,BUILDER,Merlin Group,Oikyo,Under Construction,22.36447906,88.44095612,Baruipur,Kolkata South,Kolkata,Apartment,2.0,Primary,502,paid,1926169
17707943,BUILDER,Merlin Group,Oikyo,Under Construction,22.36447906,88.44095612,Baruipur,Kolkata South,Kolkata,Apartment,2.0,Primary,578,paid,2276742
17707942,BUILDER,Merlin Group,Oikyo,Under Construction,22.36447906,88.44095612,Baruipur,Kolkata South,Kolkata,Apartment,1.0,Primary,350,paid,1378650
17707941,BUILDER,Merlin Group,Oikyo,Under Construction,22.36447906,88.44095612,Baruipur,Kolkata South,Kolkata,Apartment,3.0,Primary,681,paid,2705157
17711844,BUILDER,Merlin Group,Skygaze,Under Construction,22.40437126,88.41282654,Chowhati,Kolkata South,Kolkata,Apartment,3.0,Primary,802,paid,4250600
17711842,BUILDER,Merlin Group,Skygaze,Under Construction,22.40437126,88.41282654,Chowhati,Kolkata South,Kolkata,Apartment,3.0,Primary,802,paid,4250600
17711839,BUILDER,Merlin Group,Skygaze,Under Construction,22.40437126,88.41282654,Chowhati,Kolkata South,Kolkata,Apartment,3.0,Primary,792,paid,4197600
17711838,BUILDER,Merlin Group,Skygaze,Under Construction,22.40437126,88.41282654,Chowhati,Kolkata South,Kolkata,Apartment,3.0,Primary,791,paid,4192300
17711837,BUILDER,Merlin Group,Skygaze,Under Construction,22.40437126,88.41282654,Chowhati,Kolkata South,Kolkata,Apartment,3.0,Primary,792,paid,4197600
17711836,BUILDER,Merlin Group,Skygaze,Under Construction,22.40437126,88.41282654,Chowhati,Kolkata South,Kolkata,Apartment,2.0,Primary,677,paid,3588100
17711835,BUILDER,Merlin Group,Skygaze,Under Construction,22.40437126,88.41282654,Chowhati,Kolkata South,Kolkata,Apartment,3.0,Primary,791,paid,4192300
17711834,BUILDER,Merlin Group,Skygaze,Under Construction,22.40437126,88.41282654,Chowhati,Kolkata South,Kolkata,Apartment,3.0,Primary,781,paid,4139300
17711833,BUILDER,Merlin Group,Skygaze,Under Construction,22.40437126,88.41282654,Chowhati,Kolkata South,Kolkata,Apartment,2.0,Primary,677,paid,3588100
17711832,BUILDER,Merlin Group,Skygaze,Under Construction,22.40437126,88.41282654,Chowhati,Kolkata South,Kolkata,Apartment,3.0,Primary,780,paid,4134000
17711831,BUILDER,Merlin Group,Skygaze,Under Construction,22.40437126,88.41282654,Chowhati,Kolkata South,Kolkata,Apartment,3.0,Primary,781,paid,4139300
17711830,BUILDER,Merlin Group,Skygaze,Under Construction,22.40437126,88.41282654,Chowhati,Kolkata South,Kolkata,Apartment,3.0,Primary,780,paid,4134000
17711829,BUILDER,Merlin Group,Skygaze,Under Construction,22.40437126,88.41282654,Chowhati,Kolkata South,Kolkata,Apartment,3.0,Primary,783,paid,4149900
17711828,BUILDER,Merlin Group,Skygaze,Under Construction,22.40437126,88.41282654,Chowhati,Kolkata South,Kolkata,Apartment,3.0,Primary,783,paid,4149900
17711827,BUILDER,Merlin Group,Skygaze,Under Construction,22.40437126,88.41282654,Chowhati,Kolkata South,Kolkata,Apartment,3.0,Primary,782,paid,4144600
17711826,BUILDER,Merlin Group,Skygaze,Under Construction,22.40437126,88.41282654,Chowhati,Kolkata South,Kolkata,Apartment,3.0,Primary,782,paid,4144600
17705939,BUILDER,Merlin Group,The Fourth,Under Construction,22.56949234,88.44591522,Salt Lake City,Kolkata East,Kolkata,Apartment,4.0,Primary,2033,paid,21359644
17707063,BUILDER,Merlin Group,Urvan,Under Construction,22.62979126,88.41208649,Nager Bazar,Kolkata North,Kolkata,Apartment,2.0,Primary,687,paid,6357000
17707062,BUILDER,Merlin Group,Urvan,Under Construction,22.62979126,88.41208649,Nager Bazar,Kolkata North,Kolkata,Apartment,4.0,Primary,1459,paid,12900000
17707061,BUILDER,Merlin Group,Urvan,Under Construction,22.62979126,88.41208649,Nager Bazar,Kolkata North,Kolkata,Apartment,2.0,Primary,687,paid,6357000
17707060,BUILDER,Merlin Group,Urvan,Under Construction,22.62979126,88.41208649,Nager Bazar,Kolkata North,Kolkata,Apartment,3.0,Primary,1216,paid,10800000
17707059,BUILDER,Merlin Group,Urvan,Under Construction,22.62979126,88.41208649,Nager Bazar,Kolkata North,Kolkata,Apartment,4.0,Primary,1459,paid,12900000
17707058,BUILDER,Merlin Group,Urvan,Under Construction,22.62979126,88.41208649,Nager Bazar,Kolkata North,Kolkata,Apartment,3.0,Primary,1216,paid,10800000
17707057,BUILDER,Merlin Group,Urvan,Under Construction,22.62979126,88.41208649,Nager Bazar,Kolkata North,Kolkata,Apartment,3.0,Primary,955,paid,8767000
17707056,BUILDER,Merlin Group,Urvan,Under Construction,22.62979126,88.41208649,Nager Bazar,Kolkata North,Kolkata,Apartment,3.0,Primary,955,paid,8767000
17707055,BUILDER,Merlin Group,Urvan,Under Construction,22.62979126,88.41208649,Nager Bazar,Kolkata North,Kolkata,Apartment,3.0,Primary,941,paid,8455000
17707054,BUILDER,Merlin Group,Lakescape,Under Construction,22.55911255,88.49447632,Rajarhat,Kolkata East,Kolkata,Apartment,3.0,Primary,770,paid,4928000
17707053,BUILDER,Merlin Group,Urvan,Under Construction,22.62979126,88.41208649,Nager Bazar,Kolkata North,Kolkata,Apartment,3.0,Primary,941,paid,8455000
17707052,BUILDER,Merlin Group,Urvan,Under Construction,22.62979126,88.41208649,Nager Bazar,Kolkata North,Kolkata,Apartment,3.0,Primary,793,paid,7288000
17707051,BUILDER,Merlin Group,Urvan,Under Construction,22.62979126,88.41208649,Nager Bazar,Kolkata North,Kolkata,Apartment,3.0,Primary,793,paid,7288000
17707050,BUILDER,Merlin Group,Lakescape,Under Construction,22.55911255,88.49447632,Rajarhat,Kolkata East,Kolkata,Apartment,1.0,Primary,490,paid,3136000
17707049,BUILDER,Merlin Group,Pristine,Under Construction,22.5073204,88.32452393,New Alipore,Kolkata South,Kolkata,Apartment,2.0,Primary,736,paid,7582272
17707048,BUILDER,Merlin Group,Urvan,Under Construction,22.62979126,88.41208649,Nager Bazar,Kolkata North,Kolkata,Apartment,2.0,Primary,696,paid,6431000
17707047,BUILDER,Merlin Group,X,Under Construction,22.54937935,88.38636017,Tangra,Kolkata East,Kolkata,Apartment,3.0,Primary,1455,paid,16607142
17707046,BUILDER,Merlin Group,Urvan,Under Construction,22.62979126,88.41208649,Nager Bazar,Kolkata North,Kolkata,Apartment,2.0,Primary,696,paid,6431000
17707045,BUILDER,Merlin Group,Lakescape,Under Construction,22.55911255,88.49447632,Rajarhat,Kolkata East,Kolkata,Apartment,2.0,Primary,662,paid,4148092
17707044,BUILDER,Merlin Group,Urvan,Under Construction,22.62979126,88.41208649,Nager Bazar,Kolkata North,Kolkata,Apartment,3.0,Primary,1163,paid,10400000
17707043,BUILDER,Merlin Group,Pristine,Under Construction,22.5073204,88.32452393,New Alipore,Kolkata South,Kolkata,Apartment,2.0,Primary,728,paid,7499856
17707042,BUILDER,Merlin Group,Urvan,Under Construction,22.62979126,88.41208649,Nager Bazar,Kolkata North,Kolkata,Apartment,3.0,Primary,1163,paid,10400000
17707041,BUILDER,Merlin Group,X,Under Construction,22.54937935,88.38636017,Tangra,Kolkata East,Kolkata,Apartment,4.0,Primary,1579,paid,19000000
17707040,BUILDER,Merlin Group,Pristine,Under Construction,22.5073204,88.32452393,New Alipore,Kolkata South,Kolkata,Apartment,3.0,Primary,1105,paid,11699740
17707039,BUILDER,Merlin Group,Urvan,Under Construction,22.62979126,88.41208649,Nager Bazar,Kolkata North,Kolkata,Apartment,3.0,Primary,1097,paid,9800000
17707038,BUILDER,Merlin Group,Urvan,Under Construction,22.62979126,88.41208649,Nager Bazar,Kolkata North,Kolkata,Apartment,3.0,Primary,1097,paid,9800000
17707037,BUILDER,Merlin Group,Lakescape,Under Construction,22.55911255,88.49447632,Rajarhat,Kolkata East,Kolkata,Apartment,2.0,Primary,677,paid,3881241
17707036,BUILDER,Merlin Group,X,Under Construction,22.54937935,88.38636017,Tangra,Kolkata East,Kolkata,Apartment,3.0,Primary,1358,paid,15000000
17707035,BUILDER,Merlin Group,Urvan,Under Construction,22.62979126,88.41208649,Nager Bazar,Kolkata North,Kolkata,Apartment,3.0,Primary,1267,paid,11300000
17707034,BUILDER,Merlin Group,Pristine,Under Construction,22.5073204,88.32452393,New Alipore,Kolkata South,Kolkata,Apartment,3.0,Primary,1168,paid,12366784
